antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,Nj,IS,DOC,BIV
famrel,goout,0.7620253164556962,0.3518987341772152,0.2784810126582278,0.3654485049833887,1.0385047443772557,0.0103252683864765,1.0213533037311948,0.1558027079303673,27,9.867109634551493,0.013549770806173533,4.9403297026788335
goout,famrel,0.3518987341772152,0.7620253164556962,0.2784810126582278,0.7913669064748201,1.0385047443772557,0.0103252683864765,1.1406372762985597,0.0572088068181817,4,3.16546762589928,0.029341590019123953,1.597404607959202
health,famrel,0.5367088607594936,0.7620253164556962,0.4329113924050632,0.8066037735849056,1.0584999686579328,0.0239256529402339,1.2305032417412782,0.1192918544083342,18,14.518867924528301,0.04457845712920949,7.281723190828755
famrel,health,0.7620253164556962,0.5367088607594936,0.4329113924050632,0.5681063122923589,1.0584999686579328,0.0239256529402339,1.0726971762414803,0.2322383974119699,27,15.338870431893687,0.03139745153286522,7.685133941713276
G1,famrel,0.4126582278481012,0.7620253164556962,0.3189873417721519,0.7730061349693251,1.0144100442288486,0.0045313251081557,1.0483749572357168,0.0241858237547892,23,17.779141104294478,0.010980818513628976,8.895060961404054
famrel,G1,0.7620253164556962,0.4126582278481012,0.3189873417721519,0.4186046511627907,1.0144100442288488,0.0045313251081557,1.010227848101266,0.0596926713947989,27,11.30232558139535,0.005946423314689531,5.65413600235502
famrel,G2,0.7620253164556962,0.6303797468354431,0.4860759493670886,0.6378737541528239,1.01188808389705,0.0057106232975484,1.0206944605736847,0.0493683510638296,27,17.222591362126245,0.007494007317380813,8.615042684721812
G2,famrel,0.6303797468354431,0.7620253164556962,0.4860759493670886,0.7710843373493975,1.01188808389705,0.0057106232975484,1.0395736175882744,0.0317851027397259,30,23.132530120481928,0.009059020893701364,11.570794570687815
freetime,goout,0.3924050632911392,0.3518987341772152,0.2050632911392405,0.5225806451612903,1.4850313297748898,0.0669764460823586,1.3575094081423196,0.5375514403292182,5,2.6129032258064515,0.17068191098407515,1.3917925683952634
goout,freetime,0.3518987341772152,0.3924050632911392,0.2050632911392405,0.5827338129496403,1.4850313297748898,0.0669764460823586,1.4561326931470977,0.5039544753086421,4,2.330935251798561,0.1903287496585011,1.260632000728531
freetime,health,0.3924050632911392,0.5367088607594936,0.2354430379746835,0.6000000000000001,1.117924528301887,0.0248357634994392,1.1582278481012662,0.1736111111111113,5,2.9999999999999996,0.06329113924050644,1.531645569620253
health,freetime,0.5367088607594936,0.3924050632911392,0.2354430379746835,0.4386792452830189,1.1179245283018868,0.0248357634994392,1.0824380385065415,0.2276867030965394,18,7.896226415094339,0.04627418199187966,3.9712502985431093
freetime,G3,0.3924050632911392,0.529113924050633,0.210126582278481,0.535483870967742,1.012038894891187,0.0024995994231693,1.0137130801687764,0.0195783132530121,5,2.6774193548387095,0.006369946917109015,1.3418946508779093
G3,freetime,0.529113924050633,0.3924050632911392,0.210126582278481,0.3971291866028708,1.012038894891187,0.0024995994231693,1.0078360458107294,0.025262339681306,30,11.913875598086124,0.004724123311731554,5.959299860698928
health,goout,0.5367088607594936,0.3518987341772152,0.2050632911392405,0.3820754716981132,1.0857540382788111,0.0161961224162794,1.0488356362933615,0.17047831073332,18,6.877358490566038,0.030176737520898,3.4537676140434677
goout,health,0.3518987341772152,0.5367088607594936,0.2050632911392405,0.5827338129496403,1.0857540382788111,0.0161961224162794,1.110301178524662,0.1218653549382717,4,2.330935251798561,0.046024952190146684,1.1884801019943538
G1,health,0.4126582278481012,0.5367088607594936,0.2227848101265822,0.5398773006134969,1.0059034610487323,0.0013074827751962,1.0068860759493672,0.0099921630094044,23,12.417177914110427,0.00316843985400328,6.210173176982215
health,G1,0.5367088607594936,0.4126582278481012,0.2227848101265822,0.4150943396226415,1.0059034610487323,0.0013074827751962,1.004164965291956,0.0126676602086439,18,7.471698113207545,0.002436111774540284,3.7370671124910424
health,G3,0.5367088607594936,0.529113924050633,0.2860759493670886,0.5330188679245284,1.0073801570822425,0.0020958179778881,1.008362102032988,0.015813143769041,18,9.594339622641508,0.0039049438738953945,4.799122283257701
G3,health,0.529113924050633,0.5367088607594936,0.2860759493670886,0.5406698564593302,1.0073801570822427,0.0020958179778881,1.0086234177215192,0.0155580930630887,30,16.220095693779903,0.003960995699836545,8.11202834473987
G1,G2,0.4126582278481012,0.6303797468354431,0.410126582278481,0.9938650306748468,1.5766132012713432,0.1499951930780323,60.24810126582422,0.6226851851851852,23,22.858895705521473,0.3634852838394037,11.611190494680438
G2,G1,0.6303797468354431,0.4126582278481012,0.410126582278481,0.6506024096385542,1.5766132012713432,0.1499951930780323,1.6810126582278482,0.9894723490613904,30,19.518072289156624,0.237944181790453,9.878008235473539
G1,G3,0.4126582278481012,0.529113924050633,0.4050632911392405,0.98159509202454,1.8551677576540344,0.1867200769107514,25.58481012658227,0.784832974137931,23,22.576687116564422,0.45248116797390703,11.514584142269165
G3,G1,0.529113924050633,0.4126582278481012,0.4050632911392405,0.7655502392344496,1.8551677576540344,0.1867200769107514,2.5051924567295263,0.9789314516129032,30,22.96650717703349,0.35289201138634846,11.659699594209918
G2,G3,0.6303797468354431,0.529113924050633,0.5215189873417722,0.8273092369477911,1.5635748736573083,0.1879762858516263,2.7267589049161014,0.9751629206011436,30,24.819277108433734,0.29819531289715817,12.558736210665446
G3,G2,0.529113924050633,0.6303797468354431,0.5215189873417722,0.985645933014354,1.5635748736573083,0.1879762858516263,25.750210970464,0.7654504645578869,30,29.56937799043062,0.3552661861789109,14.962322088304767
"Medu, Fedu",famrel,0.420253164556962,0.7620253164556962,0.3240506329113924,0.7710843373493975,1.01188808389705,0.0038070821983656,1.0395736175882744,0.0202647379912665,6,4.626506024096386,0.009059020893701364,2.317782522495044
"Medu, famrel",Fedu,0.4481012658227848,0.4962025316455696,0.3240506329113924,0.7231638418079096,1.4573965179292057,0.1017016503765422,1.8198398346680444,0.5686639908256882,10,7.231638418079096,0.22696131016234,3.7292998641207182
"famrel, Fedu",Hidden,0.3873417721518987,0.5822784810126582,0.3240506329113924,0.8366013071895425,1.4367718101733449,0.0985098541900336,2.556455696202532,0.4961905991735538,6,5.019607843137256,0.2543228261768843,2.63696533465707
Medu,"famrel, Fedu",0.5822784810126582,0.3873417721518987,0.3240506329113924,0.5565217391304348,1.4367718101733449,0.0985098541900336,1.3814842392653262,0.7277462121212123,27,15.02608695652174,0.1691799669785361,7.597633461750138
Fedu,"Medu, famrel",0.4962025316455696,0.4481012658227848,0.3240506329113924,0.653061224489796,1.4573965179292057,0.1017016503765422,1.5907669396872677,0.622958542713568,20,13.061224489795919,0.20495995866701117,6.633092224231465
famrel,"Medu, Fedu",0.7620253164556962,0.420253164556962,0.3240506329113924,0.4252491694352159,1.01188808389705,0.0038070821983656,1.0086924709153435,0.0493683510638301,27,11.481727574750831,0.004996004878253912,5.743361789814543
"Medu, health",Fedu,0.3139240506329114,0.4962025316455696,0.2379746835443038,0.7580645161290323,1.527732060566162,0.0822047748758211,2.0823628691983123,0.5034937583418387,3,2.274193548387097,0.26186198448346265,1.2680277664352797
"Medu, Fedu",health,0.420253164556962,0.5367088607594936,0.2379746835443038,0.5662650602409638,1.0550693339395316,0.0124210863643646,1.0681434599156117,0.0900306605964879,6,3.3975903614457836,0.029556199481470147,1.7135732804636268
"health, Fedu",Hidden,0.2683544303797468,0.5822784810126582,0.2379746835443038,0.8867924528301887,1.522969647251846,0.0817176734497676,3.68987341772152,0.4693366708385481,2,1.7735849056603774,0.3045139718175305,1.039049438738954
Medu,"health, Fedu",0.5822784810126582,0.2683544303797468,0.2379746835443038,0.408695652173913,1.5229696472518457,0.0817176734497676,1.2373417721518989,0.8220502901353965,27,11.034782608695652,0.1403412217941662,5.587561915244909
health,"Medu, Fedu",0.5367088607594936,0.420253164556962,0.2379746835443038,0.4433962264150943,1.0550693339395316,0.0124210863643646,1.041579060287492,0.1126613184513427,18,7.981132075471698,0.023143061858132308,4.002137568664915
Fedu,"Medu, health",0.4962025316455696,0.3139240506329114,0.2379746835443038,0.4795918367346938,1.5277320605661615,0.0822047748758211,1.3183420203524447,0.6856623543248155,20,9.591836734693878,0.1656677861017824,4.87875226039783
"Medu, Fedu",G2,0.420253164556962,0.6303797468354431,0.2936708860759494,0.6987951807228916,1.1085305075724583,0.0287518025957378,1.227139240506329,0.1688751694021983,6,4.19277108433735,0.06841543388744853,2.1305932591123993
"Medu, G2",Fedu,0.3974683544303797,0.4962025316455696,0.2936708860759494,0.7388535031847134,1.4890159885610297,0.0964460823585963,1.929175671503551,0.5450594030715735,11,8.12738853503185,0.24265097153914383,4.185019753285497
"Fedu, G2",Hidden,0.3493670886075949,0.5822784810126582,0.2936708860759494,0.8405797101449276,1.4436042848141148,0.0902419484057042,2.620253164556963,0.4722930363611969,8,6.724637681159421,0.2583012291322694,3.491469455145845
Medu,"Fedu, G2",0.5822784810126582,0.3493670886075949,0.2936708860759494,0.5043478260869565,1.4436042848141146,0.0902419484057042,1.3126804352653787,0.7356321839080461,27,13.617391304347827,0.15498073747936159,6.886186020913594
Fedu,"Medu, G2",0.4962025316455696,0.3974683544303797,0.2936708860759494,0.5918367346938775,1.4890159885610297,0.0964460823585963,1.4762025316455696,0.651880090105701,20,11.836734693877553,0.19436838026349784,6.015551537070525
G2,"Medu, Fedu",0.6303797468354431,0.420253164556962,0.2936708860759494,0.465863453815261,1.1085305075724583,0.0287518025957378,1.0853906919196723,0.2648795465281056,30,13.975903614457831,0.04561028925829902,7.010756951858065
"Medu, Fedu",G3,0.420253164556962,0.529113924050633,0.250632911392405,0.5963855421686747,1.12714013950539,0.0282711103989745,1.1666729642924616,0.1945657447840852,6,3.5783132530120474,0.06727161811804172,1.8227924355650447
"Medu, G3",Fedu,0.3367088607594937,0.4962025316455696,0.250632911392405,0.7443609022556391,1.500115083627436,0.0835571222560487,1.9707371556217423,0.5026216362094226,9,6.699248120300751,0.2481583706100695,3.47370324545541
"Fedu, G3",Hidden,0.2886075949367088,0.5822784810126582,0.250632911392405,0.868421052631579,1.4914187643020596,0.0825829194039416,3.1746835443037984,0.4631726517847515,7,6.078947368421053,0.28614257161892076,3.182544970019987
Medu,"Fedu, G3",0.5822784810126582,0.2886075949367088,0.250632911392405,0.4304347826086956,1.4914187643020596,0.0825829194039416,1.249009566141656,0.7887970615243344,27,11.621739130434781,0.14182718767198682,5.881783159053384
Fedu,"Medu, G3",0.4962025316455696,0.3367088607594937,0.250632911392405,0.5051020408163266,1.500115083627436,0.0835571222560487,1.3402583844447349,0.6617430587279834,20,10.102040816326529,0.1683931800568329,5.135216998191681
G3,"Medu, Fedu",0.529113924050633,0.420253164556962,0.250632911392405,0.4736842105263157,1.12714013950539,0.0282711103989745,1.101518987341772,0.2395459976105136,30,14.210526315789469,0.05343104596935372,7.131978680879412
"Medu, health",famrel,0.3139240506329114,0.7620253164556962,0.2556962025316455,0.814516129032258,1.0688832922516345,0.0164781285050472,1.282993946064942,0.0939315333747396,3,2.4435483870967736,0.05249081257656185,1.2480195998366677
"Medu, famrel",health,0.4481012658227848,0.5367088607594936,0.2556962025316455,0.5706214689265536,1.0631862274810788,0.0151962826470116,1.0789806795469687,0.1076846216731763,10,5.706214689265535,0.03391260816705999,2.8700636487162976
"health, famrel",Hidden,0.4329113924050632,0.5822784810126582,0.2556962025316455,0.5906432748538012,1.0143656242054413,0.0036212145489504,1.0204339963833635,0.0249734794908061,3,1.7719298245614032,0.00836479384114297,0.890147309201273
Medu,"health, famrel",0.5822784810126582,0.4329113924050632,0.2556962025316455,0.4391304347826086,1.014365624205441,0.0036212145489504,1.0110882150917475,0.0339033903390338,27,11.85652173913043,0.006219042377545392,5.931370390753988
health,"Medu, famrel",0.5367088607594936,0.4481012658227848,0.2556962025316455,0.4764150943396226,1.0631862274810786,0.0151962826470116,1.0540768616717984,0.1282800411188658,18,8.575471698113205,0.02831382851683778,4.3018927633150215
famrel,"Medu, health",0.7620253164556962,0.3139240506329114,0.2556962025316455,0.335548172757475,1.0688832922516345,0.0164781285050472,1.0325443037974682,0.2708026121761111,27,9.059800664451824,0.021624122124563605,4.540712393288194
"Medu, famrel",G1,0.4481012658227848,0.4126582278481012,0.2126582278481012,0.4745762711864407,1.1500467921389208,0.0277455535971799,1.1178440179665172,0.2364023591087812,10,4.745762711864406,0.0619180433383395,2.4038403776013726
"Medu, G1",famrel,0.2708860759493671,0.7620253164556962,0.2126582278481012,0.7850467289719626,1.0302108237339709,0.006236180099343,1.1070996147495873,0.0402199074074075,7,5.495327102803737,0.023021412516266437,2.7591742576600016
"G1, famrel",Hidden,0.3189873417721519,0.5822784810126582,0.2126582278481012,0.6666666666666667,1.1449275362318845,0.026918763018747,1.2531645569620256,0.1858736059479555,7,4.666666666666665,0.08438818565400852,2.3755274261603367
Medu,"G1, famrel",0.5822784810126582,0.3189873417721519,0.2126582278481012,0.3652173913043478,1.144927536231884,0.026918763018747,1.0728281602219527,0.3030303030303032,27,9.860869565217389,0.04623004953219595,4.953549807374793
famrel,"Medu, G1",0.7620253164556962,0.2708860759493671,0.2126582278481012,0.2790697674418604,1.0302108237339709,0.006236180099343,1.0113515720702329,0.1232269503546102,27,7.534883720930231,0.008183691492493317,3.771533706211362
G1,"Medu, famrel",0.4126582278481012,0.4481012658227848,0.2126582278481012,0.5153374233128835,1.1500467921389208,0.0277455535971799,1.1387277679858998,0.2221366995073892,23,11.852760736196318,0.06723615749009865,5.959998446843208
"Medu, famrel",G2,0.4481012658227848,0.6303797468354431,0.3113924050632911,0.6949152542372882,1.1023756041113606,0.0289184425572824,1.2115330520393812,0.1682703065562765,10,6.94915254237288,0.0645355074018451,3.5068440248873625
"Medu, G2",famrel,0.3974683544303797,0.7620253164556962,0.3113924050632911,0.7834394904458598,1.0281016568973909,0.0085114564973561,1.0988830975428143,0.0453644872583179,11,8.617834394904458,0.021414173990163654,4.319624284447311
"famrel, G2",Hidden,0.4860759493670886,0.5822784810126582,0.3113924050632911,0.640625,1.1002038043478262,0.028360839609037,1.1623555310952118,0.1772197524930914,12,7.687499999999999,0.05834651898734178,3.8729232594936702
Medu,"famrel, G2",0.5822784810126582,0.4860759493670886,0.3113924050632911,0.5347826086956522,1.1002038043478262,0.028360839609037,1.1046965574352303,0.2180339985218033,27,14.439130434782607,0.048706659328563606,7.243918547055586
famrel,"Medu, G2",0.7620253164556962,0.3974683544303797,0.3113924050632911,0.4086378737541528,1.0281016568973909,0.0085114564973561,1.018887782676717,0.1148590209306347,27,11.033222591362126,0.01116951932377308,5.522196055342949
G2,"Medu, famrel",0.6303797468354431,0.4481012658227848,0.3113924050632911,0.4939759036144578,1.1023756041113606,0.0289184425572824,1.0906570223025918,0.251252923488139,30,14.819277108433731,0.045874637791673,7.432575873112702
"Medu, famrel",G3,0.4481012658227848,0.529113924050633,0.2582278481012658,0.576271186440678,1.089124969588841,0.0211312289697163,1.1112911392405065,0.1482730706961681,10,5.762711864406779,0.04715726239004503,2.9049345633984123
"Medu, G3",famrel,0.3367088607594937,0.7620253164556962,0.2582278481012658,0.7669172932330827,1.006419703744411,0.0016471719275756,1.020988158432013,0.009616823828768,9,6.902255639097744,0.004891976777386509,3.4535738079375653
"famrel, G3",Hidden,0.4,0.5822784810126582,0.2582278481012658,0.6455696202531644,1.1086956521739129,0.0253164556962025,1.1785714285714282,0.1633986928104573,11,7.10126582278481,0.06329113924050622,3.582278481012658
Medu,"famrel, G3",0.5822784810126582,0.4,0.2582278481012658,0.4434782608695652,1.1086956521739129,0.0253164556962025,1.078125,0.2346999405822932,27,11.97391304347826,0.04347826086956519,6.0086956521739125
famrel,"Medu, G3",0.7620253164556962,0.3367088607594937,0.2582278481012658,0.3388704318936877,1.0064197037444107,0.0016471719275756,1.0032695121175497,0.0268043387567789,27,9.149501661129568,0.002161571134194018,4.575831616131881
G3,"Medu, famrel",0.529113924050633,0.4481012658227848,0.2582278481012658,0.4880382775119616,1.089124969588841,0.0211312289697163,1.0780078078788595,0.1737824161922831,30,14.64114832535885,0.03993701168917679,7.340542668524013
"Medu, health",G2,0.3139240506329114,0.6303797468354431,0.2151898734177215,0.685483870967742,1.0874141728203135,0.01729850985419,1.1752028562155146,0.1171695246364228,3,2.0564516129032255,0.055104124132298926,1.0557778685177621
"Medu, G2",health,0.3974683544303797,0.5367088607594936,0.2151898734177215,0.5414012738853503,1.0087429395505347,0.0018650857234417,1.0102320675105485,0.0143845773603559,11,5.955414012738854,0.004692413125856665,2.980053212932355
"health, G2",Hidden,0.3291139240506329,0.5822784810126582,0.2151898734177215,0.653846153846154,1.1229096989966558,0.0235539176414036,1.206751054852321,0.1631520532741399,6,3.9230769230769225,0.07156767283349574,1.997322297955209
Medu,"health, G2",0.5822784810126582,0.3291139240506329,0.2151898734177215,0.3695652173913044,1.1229096989966556,0.0235539176414036,1.06416412047141,0.2620320855614974,27,9.978260869565217,0.04045129334067149,5.009356081452944
health,"Medu, G2",0.5367088607594936,0.3974683544303797,0.2151898734177215,0.4009433962264151,1.0087429395505347,0.0018650857234417,1.0058008571713346,0.0187078109932498,18,7.216981132075472,0.0034750417960354163,3.610228086935754
G2,"Medu, health",0.6303797468354431,0.3139240506329114,0.2151898734177215,0.3413654618473896,1.0874141728203135,0.01729850985419,1.0416640938561286,0.2174858984689767,30,10.240963855421686,0.027441411214478184,5.134202633318083
"Medu, G2",G1,0.3974683544303797,0.4126582278481012,0.2683544303797468,0.6751592356687898,1.6361220741666993,0.1043358436148053,1.808091337800943,0.6452750911685429,11,7.4267515923566885,0.2625010078206886,3.8446263000886884
"Medu, G1",G2,0.2708860759493671,0.6303797468354431,0.2683544303797468,0.9906542056074766,1.5715197237548324,0.0975933344015382,39.54936708860759,0.4987879979035639,7,6.934579439252336,0.36027445877203357,3.6474269490121847
"G1, G2",Hidden,0.410126582278481,0.5822784810126582,0.2683544303797468,0.6543209876543209,1.123725174449812,0.0295465470277198,1.208408679927667,0.186654789861527,11,7.197530864197531,0.07204250664166267,3.6347866854195967
Medu,"G1, G2",0.5822784810126582,0.410126582278481,0.2683544303797468,0.4608695652173913,1.123725174449812,0.0295465470277198,1.0941200489995917,0.2635791881074897,27,12.443478260869565,0.05074298293891033,6.247110621904238
G2,"Medu, G1",0.6303797468354431,0.2708860759493671,0.2683544303797468,0.4257028112449799,1.5715197237548322,0.0975933344015382,1.2695759936266264,0.9839105712070302,30,12.771084337349398,0.1548167352956128,6.462950536322506
G1,"Medu, G2",0.4126582278481012,0.3974683544303797,0.2683544303797468,0.6503067484662577,1.6361220741666993,0.1043358436148053,1.723029091716633,0.6619632400780741,23,14.95705521472393,0.252838394035878,7.604946804379904
"Medu, G1",G3,0.2708860759493671,0.529113924050633,0.2658227848101265,0.9813084112149532,1.8546259446407007,0.1224931901938791,25.192405063290984,0.6320105820105818,7,6.869158878504671,0.4521944871643202,3.6606766828344957
"Medu, G3",G1,0.3367088607594937,0.4126582278481012,0.2658227848101265,0.7894736842105262,1.913141750080723,0.1268771030283608,2.789873417721518,0.719592875318066,9,7.1052631578947345,0.376815456362425,3.7410393071285797
"G1, G3",Hidden,0.4050632911392405,0.5822784810126582,0.2658227848101265,0.6562499999999999,1.1270380434782608,0.0299631469315814,1.2151898734177211,0.1894630192502531,11,7.218749999999998,0.07397151898734167,3.64636075949367
Medu,"G1, G3",0.5822784810126582,0.4050632911392405,0.2658227848101265,0.4565217391304347,1.1270380434782608,0.0299631469315814,1.0946835443037977,0.2698412698412696,27,12.326086956521735,0.0514584479911942,6.188772702256465
G1,"Medu, G3",0.4126582278481012,0.3367088607594937,0.2658227848101265,0.6441717791411042,1.913141750080723,0.1268771030283608,1.864076822348319,0.8126436781609194,23,14.815950920245397,0.30746291838161055,7.561706919313504
G3,"Medu, G1",0.529113924050633,0.2708860759493671,0.2658227848101265,0.5023923444976076,1.854625944640701,0.1224931901938791,1.4652385589094448,0.9785970302099332,30,15.071770334928223,0.23150626854824052,7.651638301738232
"Medu, G2",G3,0.3974683544303797,0.529113924050633,0.3367088607594937,0.8471337579617835,1.6010422698320788,0.1264028200608876,3.0803797468354435,0.6230492196878752,11,9.31847133757962,0.3180198339111505,4.818245585745386
"Medu, G3",G2,0.3367088607594937,0.6303797468354431,0.3367088607594937,1.0,1.5863453815261044,0.1244544143566736,inf,0.5572519083969466,9,9.0,0.36962025316455693,4.684810126582279
"G2, G3",Hidden,0.5215189873417722,0.5822784810126582,0.3367088607594937,0.6456310679611651,1.1088011819333052,0.0330395769908668,1.1787757933067455,0.2050761825197915,12,7.747572815533981,0.06335258694850687,3.9054627012412437
Medu,"G2, G3",0.5822784810126582,0.5215189873417722,0.3367088607594937,0.5782608695652174,1.1088011819333052,0.0330395769908668,1.1345426073339422,0.2349054454317612,27,15.61304347826087,0.05674188222344523,7.834892680242158
G2,"Medu, G3",0.6303797468354431,0.3367088607594937,0.3367088607594937,0.5341365461847389,1.5863453815261044,0.1244544143566736,1.4237887385421213,1.0000000000000002,30,16.02409638554217,0.19742768542524525,8.110762035483708
G3,"Medu, G2",0.529113924050633,0.3974683544303797,0.3367088607594937,0.6363636363636364,1.6010422698320788,0.1264028200608876,1.6569620253164556,0.7972350230414748,30,19.09090909090909,0.23889528193325665,9.664902186421173
"health, famrel",Fedu,0.4329113924050632,0.4962025316455696,0.220253164556962,0.5087719298245614,1.0253311851056213,0.005441435667361,1.0255877034358047,0.0435652709359607,3,1.5263157894736845,0.01256939817899183,0.7694425938263382
"famrel, Fedu",health,0.3873417721518987,0.5367088607594936,0.220253164556962,0.5686274509803921,1.059470958194599,0.012363403300753,1.0739930955120829,0.091621544599601,6,3.4117647058823533,0.03191859022089849,1.7218416480516259
